label,text,clean_text,length
spam,"SMS. ac sun0819 posts HELLO:""You seem cool, wanted to say hi. HI!!!"" Stop? Send STOP to 62468",sms ac sun0819 posts helloyou seem cool wanted to say hi hi stop send stop to 62468,93
ham,K k pa Had your lunch aha.,k k pa had your lunch aha,26
ham,"K, I might come by tonight then if my class lets out early",k i might come by tonight then if my class lets out early,58
ham,"Hey babe, how's it going ? Did you ever figure out where your going for New Years ?",hey babe hows it going  did you ever figure out where your going for new years ,83
ham,I'll be at mu in like  &lt;#&gt;  seconds,ill be at mu in like  ltgt  seconds,41
ham,I'm coming home 4 dinner.,im coming home 4 dinner,25
spam,Call FREEPHONE 0800 542 0578 now!,call freephone 0800 542 0578 now,33
spam,Save money on wedding lingerie at www.bridal.petticoatdreams.co.uk Choose from a superb selection with national delivery. Brought to you by WeddingFriend,save money on wedding lingerie at wwwbridalpetticoatdreamscouk choose from a superb selection with national delivery brought to you by weddingfriend,153
ham,Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry. ,sorry to be a pain is it ok if we meet another night i spent late afternoon in casualty and that means i havent done any of y stuff42moro and that includes all my time sheets and that sorry ,195
ham,Even if he my friend he is a priest call him now,even if he my friend he is a priest call him now,48
ham,Designation is software developer and may be she get chennai:),designation is software developer and may be she get chennai,62
ham,"""Gimme a few"" was  &lt;#&gt;  minutes ago",gimme a few was  ltgt  minutes ago,41
ham,I'm okay. Chasing the dream. What's good. What are you doing next.,im okay chasing the dream whats good what are you doing next,66
ham,Send his number and give reply tomorrow morning for why you said that to him like that ok,send his number and give reply tomorrow morning for why you said that to him like that ok,89
spam,Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop www.gamb.tv,txt call to no 86888  claim your reward of 3 hours talk time to use from your phone now subscribe6gbpmnth inc 3hrs 16 stoptxtstop wwwgambtv,147
spam,You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p,you are a winner you have been specially selected to receive 1000 cash or a 2000 award speak to a live operator to claim call 087123002209am7pm cost 10p,157
ham,"Good FRIENDS CaRE for each Other.. CLoSE Friends UNDERSTaND each Other... and TRUE Friends STaY forever beyond words, beyond time. Gud ni8",good friends care for each other close friends understand each other and true friends stay forever beyond words beyond time gud ni8,138
ham,Oh just getting even with u.... u?,oh just getting even with u u,34
ham,Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon.,uncle boye i need movies oh guide me plus you know torrents are not particularly legal here and the system is slowing down what should i do have a gr8 day plus have you started cos i dont meet you online how was the honey moon,235
ham,I am not at all happy with what you saying or doing,i am not at all happy with what you saying or doing,51
ham,"Nothing much, chillin at home. Any super bowl plan?",nothing much chillin at home any super bowl plan,51
ham,Omg I want to scream. I weighed myself and I lost more weight! Woohoo!,omg i want to scream i weighed myself and i lost more weight woohoo,70
ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,hi you just spoke to maneesha v wed like to know if you were satisfied with the experience reply toll free with yes or no,126
ham,Prabha..i'm soryda..realy..frm heart i'm sory,prabhaim sorydarealyfrm heart im sory,45
ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,as per your request melle melle oru minnaminunginte nurungu vettam has been set as your callertune for all callers press 9 to copy your friends callertune,160
ham,All will come alive.better correct any good looking figure there itself..,all will come alivebetter correct any good looking figure there itself,73
ham,Also track down any lighters you can find,also track down any lighters you can find,41
ham,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",do you know why god created gap between your fingers so that one who is made for you comes amp fills those gaps by holding your hand with love,151
ham,I will be gentle princess! We will make sweet gentle love...,i will be gentle princess we will make sweet gentle love,60
ham,"Ya ok, vikky vl c witin  &lt;#&gt; mins and il reply u..",ya ok vikky vl c witin  ltgt mins and il reply u,56
ham,Ü v ma fan..., v ma fan,13
ham,Reverse is cheating. That is not mathematics.,reverse is cheating that is not mathematics,45
spam,Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15,someone has conacted our dating service and entered your phone because they fancy youto find out who it is call from landline 09111030116 pobox12n146tf15,155
spam,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,we tried to contact you re your reply to our offer of a video handset 750 anytime networks mins unlimited text camcorder reply or call 08000930705 now,154
ham,Also remember the beads don't come off. Ever.,also remember the beads dont come off ever,45
ham,"Damn, can you make it tonight or do you want to just wait til tomorrow",damn can you make it tonight or do you want to just wait til tomorrow,70
ham,I got lousy sleep. I kept waking up every 2 hours to see if my cat wanted to come in. I worry about him when its cold :(,i got lousy sleep i kept waking up every 2 hours to see if my cat wanted to come in i worry about him when its cold ,120
ham,Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola,have a great trip to india and bring the light to everyone not just with the project but with everyone that is lucky to see you smile bye abiola,147
ham,E admin building there? I might b slightly earlier... I'll call u when i'm reaching...,e admin building there i might b slightly earlier ill call u when im reaching,86
spam,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",will u meet ur dream partner soon is ur career off 2 a flyng start 2 find out free txt horo followed by ur star sign e g horo aries,137
ham,I'm in office now . I will call you  &lt;#&gt;  min:),im in office now  i will call you  ltgt  min,53
ham,Don no da:)whats you plan?,don no dawhats you plan,26
ham,Yay can't wait to party together!,yay cant wait to party together,33
ham,"Cool, we shall go and see, have to go to tip anyway. Are you at home, got something to drop in later? So lets go to town tonight! Maybe mum can take us in.",cool we shall go and see have to go to tip anyway are you at home got something to drop in later so lets go to town tonight maybe mum can take us in,155
ham,"Nah, Wednesday. When should I bring the mini cheetos bag over?",nah wednesday when should i bring the mini cheetos bag over,62
ham,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied ""Boost is d secret of my energy"" n instantly d girl shouted ""our energy"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8",a boy loved a gal he propsd bt she didnt mind he gv lv lttrs bt her frnds threw thm again d boy decided 2 aproach d gal  dt time a truck was speeding towards d gal wn it was about 2 hit d girld boy ran like hell n saved her she asked hw cn u run so fast d boy replied boost is d secret of my energy n instantly d girl shouted our energy n thy lived happily 2gthr drinking boost evrydy moral of d story i hv free msgsd gud ni8,446
ham,I borrow ur bag ok.,i borrow ur bag ok,19
ham,You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend,you lifted my hopes with the offer of money i am in need especially when the end of the month approaches and it hurts my studying anyways have a gr8 weekend,159
ham,When is school starting. Where will you stay. What's the weather like. And the food. Do you have a social support system like friends in the school. All these things are important.,when is school starting where will you stay whats the weather like and the food do you have a social support system like friends in the school all these things are important,180
ham,"Sorry, I'll call later",sorry ill call later,22
ham,"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read...",ltgt of pple marry with their lovers becz they hav gud undrstndng dat avoids problems i sent dis 2 u u wil get gud news on friday by d person you like and tomorrow will be the best day of your life dont break this chain if you break you will suffer send this to  ltgt  frnds in ltgt  mins whn u read,327
ham,V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night,v skint too but fancied few bevieswaz gona go meet othrs in spoon but jst bin watchng planet earthsofa is v comfey if i dont make it hav gd night,149
ham,Oh oh... Wasted... Den muz chiong on sat n sun liao...,oh oh wasted den muz chiong on sat n sun liao,54
ham,Try to do something dear. You read something for exams,try to do something dear you read something for exams,54
